mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,k_percent
0.0005332488738281557,195.08333333333334,0.3606232390425458,0.7495275252823356,36.5
0.0005447888557077285,195.13333333333333,0.36352579316323796,0.8154439442880382,37.0
0.0005929054165865492,196.03333333333333,0.3774513814673979,0.8037102288379868,37.5
0.0007078095852532533,196.1,0.38001473790246576,0.8677941397146829,38.0
0.000710885739310969,196.83333333333334,0.3815582646575532,0.8556597261996516,38.5
0.000710885739310969,196.83333333333334,0.3815582646575532,0.8556597261996516,39.0
0.0007064748173619452,199.13333333333333,0.36794708011783894,0.7649065385928547,39.5
0.0007064748173619452,199.13333333333333,0.36794708011783894,0.7649065385928547,40.0
0.0005863927443481406,200.95,0.3510288758555518,0.6739732995462688,40.5
0.0005638947863017506,201.13333333333333,0.3518551453124722,0.6644357220861339,41.0
